coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
0.3253973427418189,1.3845806897831063,0.022575588630929174,0.28115000209540586,0.369644683388232,1.3246522896523798,1.4472203018826515,0.0,14.413681435354277,4.244682887298865e-47,154.04496368307974
0.5315463752831227,1.701561527904223,1.3034839707515222,-2.023235261815122,3.086328012381367,0.13222698341830041,21.89652640024637,0.0,0.40778896189775177,0.6834286180696115,0.5491374340639011
-0.644866468573173,0.5247326057221863,1.3039002910022335,-3.2004640783688467,1.9107311412225005,0.04074329151000651,6.758028065561938,0.0,-0.4945673170127917,0.6209055773623458,0.6875542039431436
-0.39495630670780624,0.6737094751907395,1.303390131519554,-2.9495540222910566,2.159641408875444,0.05236305349643405,8.668028822893062,0.0,-0.30302232398165196,0.7618728488611326,0.3923778525809376
0.12766768066707435,1.1361753669126808,1.3042439930864,-2.428603572834977,2.683938934169126,0.08815985548318216,14.642656312264746,0.0,0.09788634745018678,0.9220225410766777,0.11712607362318066
0.13087900123735233,1.1398298549656203,1.3032818967574047,-2.42350657811021,2.6852645805849145,0.08861035291773757,14.66208016886114,0.0,0.10042263424588517,0.920008801065075,0.12028043242183653
0.07779014493392186,1.080895803407305,1.1635797727933044,-2.2027843028802536,2.3583645927480976,0.11049507790304824,10.573645088957328,0.0,0.06685415710448271,0.9466978086732063,0.07902411217490932
0.06969663885712565,1.0721828732920016,1.1635283019382296,-2.21077692793485,2.3501702056491016,0.10961545211722493,10.487354579820671,0.0,0.05990111176584492,0.9522343944258195,0.07061135533210389
-0.048390505894843346,0.9527616553796164,1.1635539958796781,-2.328914431886679,2.2321334200969924,0.09740142560036757,9.319727779818875,0.0,-0.04158853483912349,0.9668267132082419,0.04867075988829408
-0.1306723261636857,0.8775052628031045,1.1636245008687498,-2.411334439394832,2.149989787067461,0.08969552143768018,8.584770721045942,0.0,-0.1122976751229689,0.9105873851279509,0.1351306218463159
